id,time,replicate_1,replicate_2,replicate_3
droso_1446,0.0,3.5459583,2.9768484,2.7625866
droso_1446,0.1,3.5022154,3.9842038,2.1803763
droso_1446,0.2,4.7590632,3.830757,2.6318705
droso_1446,0.30000000000000004,5.387383,3.5186903,2.4242969
droso_1446,0.4,5.284234,3.1479263,2.898048
droso_1446,0.5,5.1099215,3.520311,2.6764445
droso_1446,0.6000000000000001,5.101532,3.5449288,2.7936227
droso_1446,0.7000000000000001,5.057119,3.3979719,3.6107411
droso_1446,0.8,5.5595183,3.9526649,3.3569388
droso_1446,0.9,6.3579884,5.3050575,3.561437
droso_1446,1.0,5.481668,4.604668,3.8734667
droso_1446,1.1,5.643453,5.2826676,4.686556
droso_1446,1.2000000000000002,6.3028655,4.9394703,4.47829
droso_1446,1.3,6.603896,5.3005033,4.951378
droso_1446,1.4000000000000001,6.300533,5.7882347,4.745779
droso_1446,1.5,5.6851406,6.099693,4.2344775
droso_1446,1.6,4.7181473,6.9406896,4.581973
droso_1446,1.7000000000000002,4.923947,6.4098167,3.5401447
droso_1446,1.8,5.1389327,6.424332,3.1756475
droso_1446,1.9000000000000001,5.125214,6.765178,3.5922837
droso_1446,2.0,4.917288,6.316105,3.430301
droso_1446,2.1,3.8157647,5.9223003,3.7748978
droso_1446,2.2,4.031108,6.257871,4.1377187
droso_1446,2.3000000000000003,3.823576,6.404078,4.337964
droso_1446,2.4000000000000004,4.3984632,6.461114,4.7998576
droso_1446,2.5,4.226229,6.163243,4.877417
droso_1446,2.6,3.7813663,5.5174985,4.7479963
droso_1446,2.7,3.6744492,5.46768,4.4485393
droso_1446,2.8000000000000003,3.8204198,4.4321795,3.9171681
droso_1446,2.9000000000000004,4.1875567,5.356639,3.7072449
droso_1446,3.0,4.413014,5.565513,3.9923277
droso_1446,3.1,4.046013,5.492761,3.8433454
droso_1446,3.2,3.8847427,5.8636403,4.5695124
droso_1446,3.3000000000000003,4.061385,6.1165996,5.1098228
droso_1446,3.4000000000000004,4.2659187,6.1585183,4.9271293
droso_1446,3.5,3.9949672,6.0066004,5.0879984
droso_1446,3.6,3.8235059,5.8628936,5.1926312
droso_1446,3.7,3.6126504,5.5114985,5.1901016
droso_1446,3.8000000000000003,3.5796974,5.262685,4.8009486
droso_1446,3.9000000000000004,3.4247692,5.886721,5.2128143
droso_1446,4.0,2.6758168,6.3532057,6.2067122
droso_1446,4.1000000000000005,2.8419995,5.7879014,4.6779175
droso_1446,4.2,2.9719698,5.52679,4.486322
droso_1446,4.3,3.475975,5.3195877,4.009321
droso_1446,4.4,2.68715,5.713638,3.9860468
droso_1446,4.5,2.8538074,4.989847,3.5530944
droso_1446,4.6000000000000005,4.0190496,4.2254558,3.079767
droso_1446,4.7,3.190028,4.014594,3.8077073
droso_1446,4.800000000000001,3.0059397,4.244845,3.553189
droso_1446,4.9,3.255291,3.7967377,4.2382636
droso_1446,5.0,3.4270327,4.1878834,4.32783
droso_1446,5.1000000000000005,2.980776,4.3362994,4.046908
droso_1446,5.2,3.3298898,4.1289434,4.0307665
droso_1446,5.300000000000001,3.932953,3.921406,4.2371626
droso_1446,5.4,3.3816395,4.8643146,4.806502
droso_1446,5.5,3.3585527,4.8370376,4.752386
droso_1446,5.6000000000000005,3.4305398,5.5883026,5.065385
droso_1446,5.7,3.277022,5.2268767,4.555268
droso_1446,5.800000000000001,3.4885175,5.2864523,3.3836534
droso_1446,5.9,3.0443983,6.093357,3.2039664
droso_1446,6.0,3.1985269,5.7690897,4.8631654
droso_1446,6.1000000000000005,2.7628481,5.5721464,5.5870194
droso_1446,6.2,2.6138966,5.357053,4.681783
droso_1446,6.300000000000001,2.6251502,4.80541,5.1890273
droso_1446,6.4,2.903203,4.3269815,5.4381175
droso_1446,6.5,2.2680328,3.603329,5.7233825
droso_1446,6.6000000000000005,2.2852204,4.350481,6.1907296
droso_1446,6.7,2.5101388,3.5745142,6.959125
droso_1446,6.800000000000001,2.4824922,4.796199,6.1209383
droso_1446,6.9,2.4796865,4.161148,4.70644
droso_1446,7.0,2.672557,3.9743495,9.083856
droso_1446,7.1000000000000005,2.3698497,11.063257,5.505161
droso_1446,7.2,2.2621531,9.286531,6.2664943
droso_1446,7.300000000000001,2.3303163,6.761367,11.802402
droso_1446,7.4,3.4815588,10.844289,9.906733
droso_1446,7.5,4.8604865,9.339475,9.056401
droso_1446,7.6000000000000005,4.602656,11.396556,9.093887
droso_1446,7.7,4.753587,3.3605192,11.447571
droso_1446,7.800000000000001,4.3671393,3.717381,11.342785
droso_1446,7.9,4.9672084,4.2808256,11.6615715
droso_1446,8.0,4.5970087,4.1734014,11.934648
droso_1446,8.1,4.5625443,3.9964323,11.8486595
droso_1446,8.200000000000001,5.0287232,3.9003139,13.505525
droso_1446,8.3,5.016124,4.5010424,11.603935
droso_1446,8.4,4.5985475,4.8661356,11.6600485
droso_1446,8.5,4.2768865,4.1725583,11.2808485
droso_1446,8.6,5.170381,3.768284,5.209519
droso_1446,8.700000000000001,5.1473837,4.2862763,4.091966
droso_1446,8.8,5.496817,7.698795,3.490745
droso_1446,8.9,5.6410766,4.3186207,8.477451
droso_1446,9.0,5.729039,12.040186,8.485718
droso_1446,9.1,5.881037,4.586641,10.782679
droso_1446,9.200000000000001,6.2121134,4.6070404,11.012253
droso_1446,9.3,5.9085803,4.8553624,8.949079
droso_1446,9.4,6.229164,4.5615625,9.269931
droso_1446,9.5,5.45489,7.6361194,8.958592
droso_1446,9.600000000000001,5.5991464,4.3364844,4.5749044
droso_1446,9.700000000000001,5.6503053,4.711984,9.47916
droso_1446,9.8,6.2661195,4.913937,5.4257913
droso_1446,9.9,5.5885105,5.100507,6.1655097
droso_1446,10.0,6.168354,4.734582,5.349611
droso_1446,10.100000000000001,6.1221046,4.800239,5.0483985
droso_1446,10.200000000000001,6.0661287,4.8554187,5.1347594
droso_1446,10.3,5.865334,5.091952,5.093753
droso_1446,10.4,5.4866467,5.486804,4.826055
droso_1446,10.5,5.7026777,5.7141013,4.8089495
