id,time,replicate_1,replicate_2,replicate_3
droso_4840,42.7,4.120565,3.1052191,3.0371451
droso_4840,42.800000000000004,3.6057186,3.171475,3.0229423
droso_4840,42.900000000000006,3.916096,2.673964,2.9065
droso_4840,43.0,3.4960902,2.7043917,3.1061099
droso_4840,43.1,3.4697087,2.8910456,2.814486
droso_4840,43.2,3.190888,2.716037,3.1879106
droso_4840,43.300000000000004,3.619944,2.7529287,2.465768
droso_4840,43.400000000000006,3.5594747,2.785213,2.9239328
droso_4840,43.5,3.5798883,2.3818505,2.7813156
droso_4840,43.6,3.5263765,2.3115325,2.854271
droso_4840,43.7,3.6283658,3.0996368,2.9832675
droso_4840,43.800000000000004,3.6565695,2.5875044,3.1029313
droso_4840,43.900000000000006,3.413737,2.573217,3.089271
droso_4840,44.0,3.4481971,2.864844,2.6475375
droso_4840,44.1,3.4883692,2.7827525,3.1854575
droso_4840,44.2,3.8556232,2.7429476,2.9704783
droso_4840,44.300000000000004,4.017439,3.1991787,2.7615929
droso_4840,44.400000000000006,3.6205022,2.9976165,3.124619
droso_4840,44.5,3.4957771,3.7063518,2.7817674
droso_4840,44.6,3.7221897,2.70142,3.1121485
droso_4840,44.7,3.8789499,3.460125,3.1219919
droso_4840,44.800000000000004,3.886576,2.8269641,2.845966
droso_4840,44.900000000000006,3.7485445,2.6115012,2.657826
droso_4840,45.0,3.975056,2.858669,2.944933
droso_4840,45.1,4.0308995,2.4535031,3.2174494
droso_4840,45.2,3.4634657,2.9767246,3.1713383
droso_4840,45.300000000000004,2.9506664,2.81608,3.0981612
droso_4840,45.400000000000006,3.3080096,2.650041,3.1875882
droso_4840,45.5,3.1534567,2.7396643,3.1980815
droso_4840,45.6,2.7627819,2.5356107,3.1603289
droso_4840,45.7,3.0068636,3.3455608,3.0879836
droso_4840,45.800000000000004,3.136701,2.7307603,3.008673
droso_4840,45.900000000000006,2.9307303,2.9661148,3.191626
droso_4840,46.0,3.0293324,3.322594,3.2777753
droso_4840,46.1,3.4876678,3.1472073,2.550104
droso_4840,46.2,2.7466946,3.0410488,2.635217
droso_4840,46.300000000000004,2.9977784,3.1044703,2.7763724
droso_4840,46.400000000000006,3.213315,2.4907212,3.072945
droso_4840,46.5,2.5693293,2.7633915,3.0206652
droso_4840,46.6,2.7089012,2.866875,2.724455
droso_4840,46.7,2.5517566,2.5284011,3.1426828
droso_4840,46.800000000000004,2.8232028,2.3683624,2.772476
droso_4840,46.900000000000006,2.5258412,2.8241472,2.931481
droso_4840,47.0,2.2332935,2.753579,2.634705
droso_4840,47.1,2.5888796,3.2102406,2.359961
droso_4840,47.2,2.704805,2.4096525,2.8051655
droso_4840,47.300000000000004,2.7976732,2.441683,2.750536
droso_4840,47.400000000000006,2.7878847,3.3878007,3.0819016
droso_4840,47.5,2.7747033,3.2885728,2.5830622
droso_4840,47.6,2.7042265,3.0261397,2.778511
droso_4840,47.7,3.169724,3.4447653,3.0011077
droso_4840,47.800000000000004,3.1915858,3.0756605,3.5527847
droso_4840,47.900000000000006,3.574035,3.392142,3.4695785
